timestamp_lectura,id_maquina,rpm,vibracion_mms,temp_c,corriente_motor_a,etiqueta_prediccion
2026-06-17 20:27:47,maq-cnc-01,1457.2,8.87,69.22,12.32,0
2026-06-17 20:27:49,maq-cnc-01,1452.67,9.24,69.39,12.43,0
2026-06-17 20:27:51,maq-cnc-01,1453.85,9.49,68.31,12.6,0
2026-06-17 20:27:53,maq-cnc-01,1454.36,8.78,68.11,12.31,0
2026-06-17 20:27:55,maq-cnc-01,1456.69,9.17,68.62,12.5,0
2026-06-17 20:27:57,maq-cnc-01,1459.7,8.94,68.59,12.49,0
2026-06-17 20:27:59,maq-cnc-01,1458.12,9.2,67.92,12.6,0
2026-06-17 20:28:01,maq-cnc-01,1460.92,9.18,68.25,12.62,0
2026-06-17 20:28:03,maq-cnc-01,1459.69,9.28,69.37,12.61,0
2026-06-17 20:28:05,maq-cnc-01,1463.21,9.41,69.49,12.82,0
2026-06-17 20:28:07,maq-cnc-01,1466.5,9.8,68.92,12.93,0
2026-06-17 20:28:09,maq-cnc-01,1466.57,9.7,69.82,12.86,0
2026-06-17 20:28:11,maq-cnc-01,1464.97,9.8,69.29,12.63,0
2026-06-17 20:28:13,maq-cnc-01,1469.71,9.06,67.93,12.72,0
2026-06-17 20:28:15,maq-cnc-01,1471.59,9.24,69.56,12.6,0
2026-06-17 20:28:17,maq-cnc-01,1476.1,9.64,69.93,12.7,0
2026-06-17 20:28:19,maq-cnc-01,1476.09,9.17,68.74,12.81,0
2026-06-17 20:28:21,maq-cnc-01,1475.25,9.34,69.23,12.77,0
2026-06-17 20:28:23,maq-cnc-01,1470.75,9.59,69.44,12.63,0
2026-06-17 20:28:25,maq-cnc-01,1468.28,9.7,70.14,12.79,0
2026-06-17 20:28:27,maq-cnc-01,1470.32,9.6,69.42,12.68,0
2026-06-17 20:28:29,maq-cnc-01,1474.03,9.54,68.82,12.79,0
2026-06-17 20:28:31,maq-cnc-01,1475.68,9.4,69.07,12.86,0
2026-06-17 20:28:33,maq-cnc-01,1473.66,9.34,68.37,12.79,0
2026-06-17 20:28:35,maq-cnc-01,1471.66,9.37,69.06,12.78,0
2026-06-17 20:28:37,maq-cnc-01,1473.36,9.31,68.91,12.63,0
2026-06-17 20:28:39,maq-cnc-01,1470.14,9.38,68.77,12.73,0
2026-06-17 20:28:41,maq-cnc-01,1465.43,11.94,72.35,13.79,0
2026-06-17 20:28:43,maq-cnc-01,1467.57,12.07,72.89,13.72,0
2026-06-17 20:28:45,maq-cnc-01,1463.68,11.69,72.44,13.45,0
2026-06-17 20:28:47,maq-cnc-01,1460.72,12.17,73.76,13.69,0
2026-06-17 20:28:49,maq-cnc-01,1463.26,11.78,72.11,13.41,0
2026-06-17 20:28:51,maq-cnc-01,1464.66,12.09,73.03,13.64,0
2026-06-17 20:28:53,maq-cnc-01,1460.17,11.9,73.41,13.59,0
2026-06-17 20:28:55,maq-cnc-01,1463.07,11.83,72.43,13.52,0
2026-06-17 20:28:57,maq-cnc-01,1458.46,11.45,71.71,13.33,0
2026-06-17 20:28:59,maq-cnc-01,1453.6,12.1,72.84,13.84,0
2026-06-17 20:29:01,maq-cnc-01,1449.85,12.28,73.73,13.8,0
2026-06-17 20:29:03,maq-cnc-01,1449.97,11.67,71.75,13.49,0
2026-06-17 20:29:05,maq-cnc-01,1452.42,11.77,72.12,13.59,1
2026-06-17 20:29:07,maq-cnc-01,1449.59,12.14,73.71,13.68,1
2026-06-17 20:29:09,maq-cnc-01,1450.74,12.03,73.54,13.81,1
2026-06-17 20:29:11,maq-cnc-01,1455.13,11.77,72.78,13.61,1
2026-06-17 20:29:13,maq-cnc-01,1458.49,12.48,72.99,14.12,1
2026-06-17 20:29:15,maq-cnc-01,1454.38,11.89,72.44,13.66,1
2026-06-17 20:29:17,maq-cnc-01,1451.75,11.93,72.2,13.85,1
2026-06-17 20:29:19,maq-cnc-01,1454.19,12.36,74.27,14.07,1
2026-06-17 20:29:21,maq-cnc-01,1458.95,12.19,74.07,14.0,1
2026-06-17 20:29:23,maq-cnc-01,1459.86,12.47,72.77,13.82,1
2026-06-17 20:29:25,maq-cnc-01,1461.81,12.14,73.18,13.99,1
2026-06-17 20:29:27,maq-cnc-01,1466.13,12.26,72.8,13.91,1
2026-06-17 20:29:29,maq-cnc-01,1467.93,12.15,72.5,14.02,1
2026-06-17 20:29:31,maq-cnc-01,1466.81,12.5,72.99,14.15,1
2026-06-17 20:29:33,maq-cnc-01,1467.18,12.09,73.84,13.97,1
2026-06-17 20:29:35,maq-cnc-01,1462.62,12.15,72.41,13.92,1
2026-06-17 20:29:37,maq-cnc-01,1462.3,13.01,73.6,14.32,1
2026-06-17 20:29:39,maq-cnc-01,1466.96,12.34,72.77,14.21,1
2026-06-17 20:29:41,maq-cnc-01,1463.48,12.17,73.32,13.98,1
2026-06-17 20:29:43,maq-cnc-01,1466.6,12.98,73.67,14.2,1
2026-06-17 20:29:45,maq-cnc-01,1464.12,12.41,73.99,14.2,1
2026-06-17 20:29:47,maq-cnc-01,1461.28,12.77,73.96,14.26,1
2026-06-17 20:29:49,maq-cnc-01,1461.21,12.39,73.63,14.04,1
2026-06-17 20:29:51,maq-cnc-01,1459.3,12.57,73.82,13.99,1
2026-06-17 20:29:53,maq-cnc-01,1459.26,12.77,73.91,14.43,1
2026-06-17 20:29:55,maq-cnc-01,1460.63,13.02,74.24,14.43,1
2026-06-17 20:29:57,maq-cnc-01,1460.71,12.88,73.94,14.24,1
2026-06-17 20:29:59,maq-cnc-01,1461.58,13.24,74.48,14.47,1
2026-06-17 20:30:01,maq-cnc-01,1459.08,12.97,73.96,14.3,1
2026-06-17 20:30:03,maq-cnc-01,1454.35,13.22,75.73,14.38,1
2026-06-17 20:30:05,maq-cnc-01,1458.58,12.64,74.0,14.35,1
2026-06-17 20:30:07,maq-cnc-01,1455.92,12.77,73.52,14.41,1
2026-06-17 20:30:09,maq-cnc-01,1460.87,12.88,74.72,14.39,1
2026-06-17 20:30:11,maq-cnc-01,1459.66,13.05,73.77,14.31,1
2026-06-17 20:30:13,maq-cnc-01,1455.34,12.94,74.72,14.53,1
2026-06-17 20:30:15,maq-cnc-01,1454.86,13.27,75.01,14.61,1
2026-06-17 20:30:17,maq-cnc-01,1457.73,13.03,74.89,14.59,1
2026-06-17 20:30:19,maq-cnc-01,1459.62,13.6,75.14,14.77,1
2026-06-17 20:30:21,maq-cnc-01,1464.1,12.94,75.35,14.47,1
2026-06-17 20:30:23,maq-cnc-01,1464.01,13.9,76.79,14.63,1
2026-06-17 20:30:25,maq-cnc-01,1468.53,13.51,75.13,14.64,1
2026-06-17 20:30:27,maq-cnc-01,1473.48,13.36,75.65,14.54,1
2026-06-17 20:30:29,maq-cnc-01,1472.64,13.16,74.11,14.77,1
2026-06-17 20:30:31,maq-cnc-01,1471.27,13.3,74.86,14.83,1
2026-06-17 20:30:33,maq-cnc-01,1468.69,13.97,75.24,14.81,1
2026-06-17 20:30:35,maq-cnc-01,1468.93,13.33,74.67,14.52,1
2026-06-17 20:30:37,maq-cnc-01,1473.64,13.83,75.34,14.7,1
2026-06-17 20:30:39,maq-cnc-01,1476.47,13.46,75.69,14.54,1
2026-06-17 20:30:41,maq-cnc-01,1481.15,14.14,77.05,14.98,1
2026-06-17 20:30:43,maq-cnc-01,1483.27,13.65,75.73,14.7,1
2026-06-17 20:30:45,maq-cnc-01,1484.96,13.69,76.05,15.02,1
2026-06-17 20:30:47,maq-cnc-01,1481.98,13.84,75.81,15.0,1
2026-06-17 20:30:49,maq-cnc-01,1481.92,13.67,76.36,15.04,1
2026-06-17 20:30:51,maq-cnc-01,1480.84,13.92,76.25,15.13,1
2026-06-17 20:30:53,maq-cnc-01,1477.52,13.7,75.83,15.08,1
2026-06-17 20:30:55,maq-cnc-01,1477.44,14.55,77.47,15.2,1
2026-06-17 20:30:57,maq-cnc-01,1477.29,13.9,74.98,14.9,1
2026-06-17 20:30:59,maq-cnc-01,1479.68,13.84,76.53,15.06,1
2026-06-17 20:31:01,maq-cnc-01,1475.47,13.78,75.17,15.14,1
2026-06-17 20:31:03,maq-cnc-01,1473.76,13.82,76.05,15.01,1
2026-06-17 20:31:05,maq-cnc-01,1475.58,14.07,76.63,14.9,1
2026-06-17 20:31:07,maq-cnc-01,1478.57,5.4,63.82,9.66,0
2026-06-17 20:31:09,maq-cnc-01,1475.35,6.03,64.74,9.77,0
2026-06-17 20:31:11,maq-cnc-01,1478.29,6.09,63.88,9.86,0
2026-06-17 20:31:13,maq-cnc-01,1477.49,5.47,64.18,9.79,0
2026-06-17 20:31:15,maq-cnc-01,1475.05,5.63,63.95,9.95,0
2026-06-17 20:31:17,maq-cnc-01,1472.79,5.78,64.43,9.84,0
2026-06-17 20:31:19,maq-cnc-01,1477.18,5.85,63.23,10.04,0
2026-06-17 20:31:21,maq-cnc-01,1478.93,6.04,64.41,10.01,0
2026-06-17 20:31:23,maq-cnc-01,1479.57,5.87,64.75,9.72,0
2026-06-17 20:31:25,maq-cnc-01,1474.87,6.31,64.66,10.18,0
2026-06-17 20:31:27,maq-cnc-01,1469.97,6.09,64.92,9.99,0
2026-06-17 20:31:29,maq-cnc-01,1474.28,6.39,64.34,10.03,0
2026-06-17 20:31:31,maq-cnc-01,1471.16,5.98,64.97,10.0,0
2026-06-17 20:31:33,maq-cnc-01,1467.08,6.13,64.83,10.06,0
2026-06-17 20:31:35,maq-cnc-01,1469.9,6.48,64.82,10.14,0
2026-06-17 20:31:37,maq-cnc-01,1468.27,6.0,63.33,9.84,0
2026-06-17 20:31:39,maq-cnc-01,1467.19,5.64,64.27,9.91,0
2026-06-17 20:31:41,maq-cnc-01,1472.17,6.57,65.55,10.22,0
2026-06-17 20:31:43,maq-cnc-01,1469.75,6.45,63.82,10.13,0
2026-06-17 20:31:45,maq-cnc-01,1469.21,6.17,65.2,10.05,0
2026-06-17 20:31:47,maq-cnc-01,1470.94,5.9,63.02,9.92,0
2026-06-17 20:31:49,maq-cnc-01,1469.9,6.68,64.91,10.35,0
2026-06-17 20:31:51,maq-cnc-01,1469.81,6.69,65.54,10.34,0
2026-06-17 20:31:53,maq-cnc-01,1474.29,6.73,64.9,10.27,0
2026-06-17 20:31:55,maq-cnc-01,1477.68,6.21,64.05,10.06,0
2026-06-17 20:31:57,maq-cnc-01,1476.54,6.88,65.97,10.36,0
2026-06-17 20:31:59,maq-cnc-01,1480.54,6.44,65.02,10.46,0
2026-06-17 20:32:01,maq-cnc-01,1485.18,6.4,65.51,10.07,0
2026-06-17 20:32:03,maq-cnc-01,1489.09,6.22,63.39,10.02,0
2026-06-17 20:32:05,maq-cnc-01,1491.5,6.18,64.61,10.35,0
2026-06-17 20:32:07,maq-cnc-01,1496.41,6.96,64.94,10.45,0
2026-06-17 20:32:09,maq-cnc-01,1496.04,6.28,63.92,10.32,0
2026-06-17 20:32:11,maq-cnc-01,1493.05,6.48,65.04,10.15,0
2026-06-17 20:32:13,maq-cnc-01,1492.03,6.86,65.8,10.64,0
2026-06-17 20:32:15,maq-cnc-01,1492.97,6.97,64.57,10.45,0
2026-06-17 20:32:17,maq-cnc-01,1492.09,7.16,66.07,10.62,0
2026-06-17 20:32:19,maq-cnc-01,1489.3,6.97,65.82,10.43,0
2026-06-17 20:32:21,maq-cnc-01,1493.47,6.87,65.83,10.68,0
2026-06-17 20:32:23,maq-cnc-01,1494.07,7.04,65.86,10.56,0
2026-06-17 20:32:25,maq-cnc-01,1494.78,7.13,65.67,10.48,0
2026-06-17 20:32:27,maq-cnc-01,1492.37,6.53,64.62,10.38,0
2026-06-17 20:32:29,maq-cnc-01,1493.99,6.64,65.15,10.49,0
2026-06-17 20:32:31,maq-cnc-01,1491.96,6.65,65.48,10.36,0
2026-06-17 20:32:33,maq-cnc-01,1492.89,6.64,65.02,10.58,0
2026-06-17 20:32:35,maq-cnc-01,1492.66,7.01,65.48,10.81,0
2026-06-17 20:32:37,maq-cnc-01,1496.45,6.62,64.79,10.7,0
2026-06-17 20:32:39,maq-cnc-01,1491.62,7.23,66.38,10.77,0
2026-06-17 20:32:41,maq-cnc-01,1491.62,6.87,65.0,10.48,0
2026-06-17 20:32:43,maq-cnc-01,1492.11,7.3,66.06,10.81,0
2026-06-17 20:32:45,maq-cnc-01,1495.41,7.31,66.54,10.94,0
2026-06-17 20:32:47,maq-cnc-01,1500.0,6.75,65.19,10.59,0
2026-06-17 20:32:49,maq-cnc-01,1498.3,6.9,65.92,10.55,0
2026-06-17 20:32:51,maq-cnc-01,1497.74,7.32,65.27,10.68,0
2026-06-17 20:32:53,maq-cnc-01,1498.11,7.21,65.72,10.99,0
2026-06-17 20:32:55,maq-cnc-01,1499.91,6.97,65.35,10.9,0
2026-06-17 20:32:57,maq-cnc-01,1496.41,7.79,67.16,11.0,0
2026-06-17 20:32:59,maq-cnc-01,1494.87,7.22,65.63,10.7,0
2026-06-17 20:33:01,maq-cnc-01,1491.52,7.35,66.88,10.83,0
2026-06-17 20:33:03,maq-cnc-01,1488.92,7.26,64.95,10.71,0
2026-06-17 20:33:05,maq-cnc-01,1491.52,7.45,66.57,10.82,0
2026-06-17 20:33:07,maq-cnc-01,1493.89,7.81,67.09,11.07,0
2026-06-17 20:33:09,maq-cnc-01,1497.34,7.46,65.52,10.9,0
2026-06-17 20:33:11,maq-cnc-01,1495.93,7.52,65.81,11.14,0
2026-06-17 20:33:13,maq-cnc-01,1493.2,7.4,66.52,11.16,0
2026-06-17 20:33:15,maq-cnc-01,1491.71,7.71,66.07,11.0,0
2026-06-17 20:33:17,maq-cnc-01,1493.66,7.97,67.51,11.08,0
2026-06-17 20:33:19,maq-cnc-01,1490.9,7.86,67.68,11.02,0
2026-06-17 20:33:21,maq-cnc-01,1495.78,7.43,65.22,11.21,0
2026-06-17 20:33:23,maq-cnc-01,1498.29,8.17,66.86,11.46,0
2026-06-17 20:33:25,maq-cnc-01,1500.0,7.79,67.53,11.33,0
2026-06-17 20:33:27,maq-cnc-01,1500.0,7.84,67.28,11.35,0
2026-06-17 20:33:29,maq-cnc-01,1500.0,7.48,66.33,11.22,0
2026-06-17 20:33:31,maq-cnc-01,1500.0,8.21,66.58,11.43,0
2026-06-17 20:33:33,maq-cnc-01,1500.0,8.17,67.35,11.47,0
2026-06-17 20:33:35,maq-cnc-01,1496.87,7.82,66.61,11.31,0
2026-06-17 20:33:37,maq-cnc-01,1494.31,7.92,66.15,11.19,0
2026-06-17 20:33:39,maq-cnc-01,1494.28,7.5,66.96,11.18,0
2026-06-17 20:33:41,maq-cnc-01,1494.5,7.66,65.62,11.26,0
2026-06-17 20:33:43,maq-cnc-01,1494.16,7.54,66.45,11.42,0
2026-06-17 20:33:45,maq-cnc-01,1497.55,7.67,67.41,11.32,0
2026-06-17 20:33:47,maq-cnc-01,1495.55,7.83,67.5,11.14,0
2026-06-17 20:33:49,maq-cnc-01,1493.45,8.3,67.18,11.33,0
2026-06-17 20:33:51,maq-cnc-01,1493.35,7.71,65.9,11.32,0
2026-06-17 20:33:53,maq-cnc-01,1493.82,7.61,67.13,11.27,0
2026-06-17 20:33:55,maq-cnc-01,1497.95,7.86,66.86,11.44,0
2026-06-17 20:33:57,maq-cnc-01,1500.0,7.99,67.41,11.25,0
2026-06-17 20:33:59,maq-cnc-01,1500.0,7.88,67.25,11.22,0
2026-06-17 20:34:01,maq-cnc-01,1496.85,8.42,66.65,11.75,0
2026-06-17 20:34:03,maq-cnc-01,1492.42,8.0,66.99,11.3,0
2026-06-17 20:34:05,maq-cnc-01,1492.7,8.53,66.98,11.78,0
2026-06-17 20:34:07,maq-cnc-01,1497.09,8.61,68.78,11.84,0
2026-06-17 20:34:09,maq-cnc-01,1498.34,7.94,67.17,11.63,0
2026-06-17 20:34:11,maq-cnc-01,1493.52,8.04,67.34,11.4,0
2026-06-17 20:34:13,maq-cnc-01,1491.88,8.31,66.94,11.79,0
2026-06-17 20:34:15,maq-cnc-01,1495.79,8.58,68.66,11.69,0
2026-06-17 20:34:17,maq-cnc-01,1494.0,8.52,67.02,11.53,0
2026-06-17 20:34:19,maq-cnc-01,1495.94,8.71,67.12,11.8,0
2026-06-17 20:34:21,maq-cnc-01,1492.79,8.51,67.78,11.83,0
2026-06-17 20:34:23,maq-cnc-01,1496.08,8.77,67.43,11.77,0
2026-06-17 20:34:25,maq-cnc-01,1491.35,7.88,67.75,11.64,0
2026-06-17 20:34:27,maq-cnc-01,1489.26,8.74,68.64,11.95,0
2026-06-17 20:34:29,maq-cnc-01,1488.0,8.26,67.84,11.79,0
2026-06-17 20:34:31,maq-cnc-01,1487.15,8.67,68.92,11.74,0
2026-06-17 20:34:33,maq-cnc-01,1485.7,7.87,66.37,11.57,0
2026-06-17 20:34:35,maq-cnc-01,1485.3,8.19,67.88,11.59,0
2026-06-17 20:34:37,maq-cnc-01,1487.92,8.12,66.3,11.56,0
2026-06-17 20:34:39,maq-cnc-01,1489.89,8.22,66.49,11.82,0
2026-06-17 20:34:41,maq-cnc-01,1487.88,8.07,67.84,11.6,0
2026-06-17 20:34:43,maq-cnc-01,1490.34,8.35,68.36,11.68,0
2026-06-17 20:34:45,maq-cnc-01,1492.69,8.13,67.65,11.77,0
2026-06-17 20:34:47,maq-cnc-01,1489.36,8.58,67.81,11.92,0
2026-06-17 20:34:49,maq-cnc-01,1488.85,8.93,68.24,11.94,0
2026-06-17 20:34:51,maq-cnc-01,1492.69,8.35,67.37,11.89,0
2026-06-17 20:34:53,maq-cnc-01,1492.6,8.46,66.84,11.73,0
2026-06-17 20:34:55,maq-cnc-01,1492.81,0.0,0.0,11.96,0
2026-06-17 20:34:57,maq-cnc-01,1491.92,8.65,68.75,11.91,0
2026-06-17 20:34:59,maq-cnc-01,1488.51,8.64,68.6,11.95,0
2026-06-17 20:35:01,maq-cnc-01,1492.86,8.65,68.06,12.06,0
2026-06-17 20:35:03,maq-cnc-01,1488.2,8.72,68.91,11.86,0
2026-06-17 20:35:05,maq-cnc-01,1491.75,8.32,67.05,11.83,0
2026-06-17 20:35:07,maq-cnc-01,1493.47,8.94,68.71,12.04,0
2026-06-17 20:35:09,maq-cnc-01,1489.13,8.75,68.69,12.27,0
2026-06-17 20:35:11,maq-cnc-01,1489.13,9.23,69.31,12.36,0
2026-06-17 20:35:13,maq-cnc-01,1493.2,8.65,68.96,12.25,0
2026-06-17 20:35:15,maq-cnc-01,1497.06,8.52,68.45,12.01,0
2026-06-17 20:35:17,maq-cnc-01,1493.07,8.53,67.93,11.88,0
2026-06-17 20:35:19,maq-cnc-01,1492.49,8.94,68.31,12.15,0
2026-06-17 20:35:21,maq-cnc-01,1494.9,9.29,68.4,12.47,0
2026-06-17 20:35:23,maq-cnc-01,1493.62,9.29,68.27,12.26,0
2026-06-17 20:35:25,maq-cnc-01,1497.3,9.34,68.42,12.45,0
2026-06-17 20:35:27,maq-cnc-01,1500.0,8.8,68.86,12.35,0
2026-06-17 20:35:29,maq-cnc-01,1497.46,9.19,68.44,12.26,0
2026-06-17 20:35:31,maq-cnc-01,1495.19,8.9,69.11,12.3,0
2026-06-17 20:35:33,maq-cnc-01,1495.61,8.62,68.35,11.98,0
2026-06-17 20:35:35,maq-cnc-01,1493.37,9.12,69.39,12.41,0
2026-06-17 20:35:37,maq-cnc-01,1494.1,9.27,67.97,12.21,0
2026-06-17 20:35:39,maq-cnc-01,1498.69,9.43,69.75,12.44,0
2026-06-17 20:35:41,maq-cnc-01,1498.3,9.14,68.22,12.46,0
2026-06-17 20:35:43,maq-cnc-01,1495.82,9.02,68.81,12.33,0
2026-06-17 20:35:45,maq-cnc-01,1496.19,8.9,69.29,12.31,0
2026-06-17 20:35:47,maq-cnc-01,1493.39,8.75,67.89,12.12,0
2026-06-17 20:35:49,maq-cnc-01,1497.43,9.07,69.58,12.38,0
2026-06-17 20:35:51,maq-cnc-01,1494.17,8.92,68.49,12.34,0
2026-06-17 20:35:53,maq-cnc-01,1493.9,9.72,70.14,12.47,0
2026-06-17 20:35:55,maq-cnc-01,1493.03,9.04,69.06,12.45,0
2026-06-17 20:35:57,maq-cnc-01,1489.44,9.79,69.23,12.62,0
2026-06-17 20:35:59,maq-cnc-01,1484.81,9.73,70.46,12.62,0
2026-06-17 20:36:01,maq-cnc-01,1484.74,9.24,68.54,12.44,0
2026-06-17 20:36:03,maq-cnc-01,1482.17,9.41,68.24,12.39,0
2026-06-17 20:36:05,maq-cnc-01,1486.67,9.89,70.52,12.79,0
2026-06-17 20:36:07,maq-cnc-01,1488.42,9.68,69.03,12.75,0
2026-06-17 20:36:09,maq-cnc-01,1490.56,9.41,68.18,12.56,0
2026-06-17 20:36:11,maq-cnc-01,1490.07,9.43,69.29,12.56,0
2026-06-17 20:36:13,maq-cnc-01,1487.27,9.9,68.98,12.64,0
2026-06-17 20:36:15,maq-cnc-01,1483.97,9.89,68.86,12.7,0
2026-06-17 20:36:17,maq-cnc-01,1479.19,9.78,68.94,12.69,0
2026-06-17 20:36:19,maq-cnc-01,1477.49,9.68,69.2,12.83,0
2026-06-17 20:36:21,maq-cnc-01,1475.29,9.26,68.53,12.59,0
2026-06-17 20:36:23,maq-cnc-01,1475.7,9.81,69.48,12.76,0
2026-06-17 20:36:25,maq-cnc-01,1472.55,9.68,69.38,12.66,0
2026-06-17 20:36:27,maq-cnc-01,1473.29,9.65,69.69,12.97,0
2026-06-17 20:36:29,maq-cnc-01,1476.29,9.22,68.4,12.74,0
2026-06-17 20:36:31,maq-cnc-01,1480.11,9.52,68.39,12.9,0
2026-06-17 20:36:33,maq-cnc-01,1476.86,9.51,69.11,12.73,1
2026-06-17 20:36:35,maq-cnc-01,1478.91,9.33,68.87,12.56,1
2026-06-17 20:36:37,maq-cnc-01,1478.75,9.19,68.59,12.68,1
2026-06-17 20:36:39,maq-cnc-01,1483.08,10.06,70.57,13.03,1
2026-06-17 20:36:41,maq-cnc-01,1485.19,9.79,70.49,12.89,1
2026-06-17 20:36:43,maq-cnc-01,1484.75,10.21,70.09,12.84,1
2026-06-17 20:36:45,maq-cnc-01,1489.26,9.56,68.45,13.04,1
2026-06-17 20:36:47,maq-cnc-01,1488.45,9.84,68.83,12.97,1
2026-06-17 20:36:49,maq-cnc-01,1489.24,11.9,73.13,13.67,1
2026-06-17 20:36:51,maq-cnc-01,1489.18,12.15,72.36,13.72,1
2026-06-17 20:36:53,maq-cnc-01,1487.84,12.42,72.8,13.57,1
2026-06-17 20:36:55,maq-cnc-01,1486.29,12.28,74.04,13.52,1
2026-06-17 20:36:57,maq-cnc-01,1489.53,11.71,72.14,13.43,1
2026-06-17 20:36:59,maq-cnc-01,1486.8,11.94,73.16,13.69,1
2026-06-17 20:37:01,maq-cnc-01,1489.23,12.32,74.14,13.56,1
2026-06-17 20:37:03,maq-cnc-01,1490.4,12.47,73.51,13.87,1
2026-06-17 20:37:05,maq-cnc-01,1493.01,11.99,72.0,13.54,1
2026-06-17 20:37:07,maq-cnc-01,1495.67,12.05,73.73,13.65,1
2026-06-17 20:37:09,maq-cnc-01,1500.0,12.25,74.21,13.81,1
2026-06-17 20:37:11,maq-cnc-01,1498.53,11.99,73.61,13.72,1
2026-06-17 20:37:13,maq-cnc-01,1494.23,12.09,73.08,13.73,1
2026-06-17 20:37:15,maq-cnc-01,1489.92,12.82,74.47,13.86,1
2026-06-17 20:37:17,maq-cnc-01,1492.18,12.05,73.63,13.57,1
2026-06-17 20:37:19,maq-cnc-01,1491.38,12.0,73.92,13.72,1
2026-06-17 20:37:21,maq-cnc-01,1492.7,12.03,73.79,13.64,1
2026-06-17 20:37:23,maq-cnc-01,1496.27,12.38,74.24,14.03,1
2026-06-17 20:37:25,maq-cnc-01,1492.76,12.44,74.02,13.87,1
2026-06-17 20:37:27,maq-cnc-01,1490.79,12.84,73.67,14.06,1
2026-06-17 20:37:29,maq-cnc-01,1493.71,12.56,74.01,14.0,1
2026-06-17 20:37:31,maq-cnc-01,1495.01,12.98,73.77,14.14,1
2026-06-17 20:37:33,maq-cnc-01,1493.4,13.04,74.94,14.29,1
2026-06-17 20:37:35,maq-cnc-01,1495.01,12.37,74.22,13.89,1
2026-06-17 20:37:37,maq-cnc-01,1496.22,12.95,74.95,13.99,1
2026-06-17 20:37:39,maq-cnc-01,1495.98,12.27,74.36,14.13,1
2026-06-17 20:37:41,maq-cnc-01,1498.39,12.98,73.89,14.31,1
